"ccaa","year","codigo","variable","value"
"Cantabria",2014,"6","activos",280005
"Cantabria",2015,"6","activos",277855
"Cantabria",2012,"6","activos",284948
"Castilla y León",2010,"7","activos",1197284
"Castilla y León",2008,"7","activos",1189543
"Castilla y León",2006,"7","activos",1143284
"Castilla y León",2007,"7","activos",1165227
"Castilla y León",2011,"7","activos",1196591
"Castilla y León",2009,"7","activos",1186344
"Castilla y León",2012,"7","activos",1191266
"Castilla y León",2015,"7","activos",1147034
"Castilla y León",2013,"7","activos",1171070
"Castilla y León",2014,"7","activos",1161033
"Castilla-La Mancha",2006,"8","activos",888741
"Castilla-La Mancha",2009,"8","activos",993457
"Castilla-La Mancha",2015,"8","activos",991458
"Castilla-La Mancha",2013,"8","activos",1017118
"Castilla-La Mancha",2011,"8","activos",1021279
"Castilla-La Mancha",2014,"8","activos",1002987
"Castilla-La Mancha",2007,"8","activos",936827
"Castilla-La Mancha",2010,"8","activos",1002186
"Castilla-La Mancha",2008,"8","activos",974874
"Castilla-La Mancha",2012,"8","activos",1019213
"Cataluña",2008,"9","activos",3930913
"Cataluña",2014,"9","activos",3804174
"Cataluña",2012,"9","activos",3912370
"Cataluña",2010,"9","activos",3945786
"Cataluña",2013,"9","activos",3862828
"Cataluña",2006,"9","activos",3729038
"Cataluña",2009,"9","activos",3927164
"Cataluña",2015,"9","activos",3781251
"Cataluña",2011,"9","activos",3966755
"Cataluña",2007,"9","activos",3824112
"Ceuta",2010,"18","activos",35353
"Ceuta",2008,"18","activos",33194
"Ceuta",2006,"18","activos",30602
"Ceuta",2007,"18","activos",30974
"Ceuta",2011,"18","activos",36760
"Ceuta",2009,"18","activos",34862
"Ceuta",2012,"18","activos",38637
"Ceuta",2015,"18","activos",36953
"Ceuta",2013,"18","activos",39214
"Ceuta",2014,"18","activos",38070
"Comunidad Valenciana",2006,"10","activos",2361453
"Comunidad Valenciana",2007,"10","activos",2443512
"Comunidad Valenciana",2008,"10","activos",2518949
"Comunidad Valenciana",2011,"10","activos",2486579
"Comunidad Valenciana",2009,"10","activos",2528967
"Comunidad Valenciana",2015,"10","activos",2425136
"Comunidad Valenciana",2013,"10","activos",2461688
"Comunidad Valenciana",2014,"10","activos",2427766
"Comunidad Valenciana",2012,"10","activos",2477060
"Comunidad Valenciana",2010,"10","activos",2499077
"Extremadura",2008,"11","activos",484863
"Extremadura",2012,"11","activos",507190
"Extremadura",2010,"11","activos",499226
"Extremadura",2013,"11","activos",513703
"Extremadura",2006,"11","activos",460756
"Extremadura",2009,"11","activos",490301
"Extremadura",2007,"11","activos",476840
"Extremadura",2011,"11","activos",498846
"Extremadura",2014,"11","activos",504038
"Extremadura",2015,"11","activos",501782
"Galicia",2006,"12","activos",1270950
"Galicia",2007,"12","activos",1291044
"Galicia",2010,"12","activos",1304382
"Galicia",2008,"12","activos",1314775
"Galicia",2014,"12","activos",1273874
"Galicia",2012,"12","activos",1317693
"Galicia",2015,"12","activos",1263231
"Galicia",2013,"12","activos",1290929
"Galicia",2011,"12","activos",1316555
"Galicia",2009,"12","activos",1319494
"Madrid (Comunidad de)",2011,"13","activos",3455178
"Madrid (Comunidad de)",2009,"13","activos",3469420
"Madrid (Comunidad de)",2007,"13","activos",3334974
"Madrid (Comunidad de)",2008,"13","activos",3426718
"Madrid (Comunidad de)",2006,"13","activos",3227343
"Madrid (Comunidad de)",2012,"13","activos",3460114
"Madrid (Comunidad de)",2010,"13","activos",3494079
"Madrid (Comunidad de)",2013,"13","activos",3387596
"Madrid (Comunidad de)",2014,"13","activos",3341111
"Madrid (Comunidad de)",2015,"13","activos",3389382
"Melilla",2008,"19","activos",29722
"Melilla",2012,"19","activos",35047
"Melilla",2010,"19","activos",31361
"Melilla",2013,"19","activos",36482
"Melilla",2006,"19","activos",27433
"Melilla",2009,"19","activos",30202
"Melilla",2007,"19","activos",29222
"Melilla",2011,"19","activos",33929
"Melilla",2014,"19","activos",33971
"Melilla",2015,"19","activos",35877
"Murcia (Región de)",2013,"14","activos",724956
"Murcia (Región de)",2009,"14","activos",717899
"Murcia (Región de)",2011,"14","activos",725493
"Murcia (Región de)",2014,"14","activos",722027
"Murcia (Región de)",2007,"14","activos",689754
"Murcia (Región de)",2010,"14","activos",728976
"Murcia (Región de)",2008,"14","activos",714799
"Murcia (Región de)",2006,"14","activos",658384
"Murcia (Región de)",2012,"14","activos",728743
"Murcia (Región de)",2015,"14","activos",700253
"Nacional",2014,"0","activos",22954568
"Nacional",2010,"0","activos",23364610
"Nacional",2008,"0","activos",23065581
"Nacional",2006,"0","activos",21779977
"Nacional",2012,"0","activos",23443707
"Nacional",2015,"0","activos",22899415
"Nacional",2013,"0","activos",23190141
"Nacional",2011,"0","activos",23434082
"Nacional",2009,"0","activos",23260424
"Nacional",2007,"0","activos",22426079
"Navarra (Comunidad Foral de)",2015,"15","activos",306108
"Navarra (Comunidad Foral de)",2013,"15","activos",314511
"Navarra (Comunidad Foral de)",2011,"15","activos",320640
"Navarra (Comunidad Foral de)",2009,"15","activos",317571
"Navarra (Comunidad Foral de)",2007,"15","activos",310103
"Navarra (Comunidad Foral de)",2008,"15","activos",317036
"Navarra (Comunidad Foral de)",2014,"15","activos",311459
"Navarra (Comunidad Foral de)",2012,"15","activos",319094
"Navarra (Comunidad Foral de)",2010,"15","activos",318026
"Navarra (Comunidad Foral de)",2006,"15","activos",302653
"País Vasco",2015,"16","activos",1041488
"País Vasco",2013,"16","activos",1047163
"País Vasco",2011,"16","activos",1091001
"País Vasco",2009,"16","activos",1073575
"País Vasco",2007,"16","activos",1067553
"País Vasco",2008,"16","activos",1081865
"País Vasco",2014,"16","activos",1034177
"País Vasco",2012,"16","activos",1069661
"País Vasco",2010,"16","activos",1077262
"País Vasco",2006,"16","activos",1070153
"Rioja (La)",2009,"17","activos",162030
"Rioja (La)",2006,"17","activos",153786
"Rioja (La)",2007,"17","activos",156386
"Rioja (La)",2010,"17","activos",160127
"Rioja (La)",2008,"17","activos",161613
"Rioja (La)",2011,"17","activos",162022
"Rioja (La)",2014,"17","activos",156704
"Rioja (La)",2012,"17","activos",159139
"Rioja (La)",2015,"17","activos",153948
"Rioja (La)",2013,"17","activos",155711
"Andalucía",2008,"1","ocupados",3160671
"Andalucía",2006,"1","ocupados",3138502
"Andalucía",2009,"1","ocupados",2932168
"Andalucía",2007,"1","ocupados",3238622
"Andalucía",2010,"1","ocupados",2873935
"Andalucía",2013,"1","ocupados",2571478
"Andalucía",2011,"1","ocupados",2797928
"Andalucía",2014,"1","ocupados",2634043
"Andalucía",2015,"1","ocupados",2683735
"Andalucía",2012,"1","ocupados",2655469
"Aragón",2007,"2","ocupados",623330
"Aragón",2008,"2","ocupados",625645
"Aragón",2006,"2","ocupados",587738
"Aragón",2009,"2","ocupados",584067
"Aragón",2012,"2","ocupados",546318
"Aragón",2010,"2","ocupados",562865
"Aragón",2013,"2","ocupados",515251
"Aragón",2014,"2","ocupados",519373
"Aragón",2015,"2","ocupados",524549
"Aragón",2011,"2","ocupados",550360
"Asturias (Principado de)",2006,"3","ocupados",427342
"Asturias (Principado de)",2009,"3","ocupados",426155
"Asturias (Principado de)",2015,"3","ocupados",371758
"Asturias (Principado de)",2013,"3","ocupados",369442
"Asturias (Principado de)",2011,"3","ocupados",401505
"Asturias (Principado de)",2014,"3","ocupados",376312
"Asturias (Principado de)",2007,"3","ocupados",436661
"Asturias (Principado de)",2010,"3","ocupados",412016
"Asturias (Principado de)",2008,"3","ocupados",456272
"Asturias (Principado de)",2012,"3","ocupados",382920
"Balears (Illes)",2014,"4","ocupados",482879
"Balears (Illes)",2010,"4","ocupados",478413
"Balears (Illes)",2008,"4","ocupados",513496
"Balears (Illes)",2006,"4","ocupados",494789
"Balears (Illes)",2012,"4","ocupados",471847
"Balears (Illes)",2015,"4","ocupados",455851
"Balears (Illes)",2013,"4","ocupados",475818
"Balears (Illes)",2011,"4","ocupados",465072
"Balears (Illes)",2009,"4","ocupados",484285
"Balears (Illes)",2007,"4","ocupados",509707
"Canarias",2006,"5","ocupados",859900
"Canarias",2007,"5","ocupados",891149
"Canarias",2008,"5","ocupados",839927
"Canarias",2011,"5","ocupados",768673
"Canarias",2009,"5","ocupados",774959
"Canarias",2015,"5","ocupados",771456
"Canarias",2013,"5","ocupados",729673
"Canarias",2014,"5","ocupados",738804
"Canarias",2012,"5","ocupados",743500
"Canarias",2010,"5","ocupados",756823
"Cantabria",2008,"6","ocupados",264281
"Cantabria",2006,"6","ocupados",251803
"Cantabria",2009,"6","ocupados",251245
"Cantabria",2007,"6","ocupados",261610
"Cantabria",2010,"6","ocupados",243176
"Cantabria",2013,"6","ocupados",222466
"Cantabria",2011,"6","ocupados",240176
"Cantabria",2014,"6","ocupados",225642
"Cantabria",2015,"6","ocupados",226343
"Cantabria",2012,"6","ocupados",234233
"Castilla y León",2010,"7","ocupados",1008128
"Castilla y León",2008,"7","ocupados",1075152
"Castilla y León",2006,"7","ocupados",1050535
"Castilla y León",2007,"7","ocupados",1082148
"Castilla y León",2011,"7","ocupados",994793
"Castilla y León",2009,"7","ocupados",1020540
"Castilla y León",2012,"7","ocupados",955423
"Castilla y León",2015,"7","ocupados",913286
"Castilla y León",2013,"7","ocupados",916374
"Castilla y León",2014,"7","ocupados",919933
"Castilla-La Mancha",2006,"8","ocupados",810159
"Castilla-La Mancha",2009,"8","ocupados",805926
"Castilla-La Mancha",2015,"8","ocupados",706992
"Castilla-La Mancha",2013,"8","ocupados",712319
"Castilla-La Mancha",2011,"8","ocupados",785588
"Castilla-La Mancha",2014,"8","ocupados",712130
"Castilla-La Mancha",2007,"8","ocupados",865038
"Castilla-La Mancha",2010,"8","ocupados",789474
"Castilla-La Mancha",2008,"8","ocupados",861068
"Castilla-La Mancha",2012,"8","ocupados",727917
"Cataluña",2008,"9","ocupados",3581341
"Cataluña",2014,"9","ocupados",3030873
"Cataluña",2012,"9","ocupados",3031634
"Cataluña",2010,"9","ocupados",3249119
"Cataluña",2013,"9","ocupados",2969581
"Cataluña",2006,"9","ocupados",3486941
"Cataluña",2009,"9","ocupados",3290312
"Cataluña",2015,"9","ocupados",3023207
"Cataluña",2011,"9","ocupados",3206792
"Cataluña",2007,"9","ocupados",3576583
"Ceuta",2010,"18","ocupados",26896
"Ceuta",2008,"18","ocupados",27407
"Ceuta",2006,"18","ocupados",24027
"Ceuta",2007,"18","ocupados",24471
"Ceuta",2011,"18","ocupados",26576
"Ceuta",2009,"18","ocupados",28395
"Ceuta",2012,"18","ocupados",24333
"Ceuta",2015,"18","ocupados",25215
"Ceuta",2013,"18","ocupados",25553
"Ceuta",2014,"18","ocupados",25943
"Comunidad Valenciana",2006,"10","ocupados",2164651
"Comunidad Valenciana",2007,"10","ocupados",2230036
"Comunidad Valenciana",2008,"10","ocupados",2217025
"Comunidad Valenciana",2011,"10","ocupados",1890141
"Comunidad Valenciana",2009,"10","ocupados",2003903
"Comunidad Valenciana",2015,"10","ocupados",1836340
"Comunidad Valenciana",2013,"10","ocupados",1771203
"Comunidad Valenciana",2014,"10","ocupados",1800913
"Comunidad Valenciana",2012,"10","ocupados",1803617
"Comunidad Valenciana",2010,"10","ocupados",1927834
"Extremadura",2008,"11","ocupados",410417
"Extremadura",2012,"11","ocupados",339411
"Extremadura",2010,"11","ocupados",384566
"Extremadura",2013,"11","ocupados",339691
"Extremadura",2006,"11","ocupados",399415
"Extremadura",2009,"11","ocupados",389159
"Extremadura",2007,"11","ocupados",414944
"Extremadura",2011,"11","ocupados",373726
"Extremadura",2014,"11","ocupados",353904
"Extremadura",2015,"11","ocupados",350050
"Galicia",2006,"12","ocupados",1164871
"Galicia",2007,"12","ocupados",1193279
"Galicia",2010,"12","ocupados",1104500
"Galicia",2008,"12","ocupados",1201192
"Galicia",2014,"12","ocupados",998028
"Galicia",2012,"12","ocupados",1047155
"Galicia",2015,"12","ocupados",987517
"Galicia",2013,"12","ocupados",1006366
"Galicia",2011,"12","ocupados",1089318
"Galicia",2009,"12","ocupados",1155393
"Madrid (Comunidad de)",2011,"13","ocupados",2890822
"Madrid (Comunidad de)",2009,"13","ocupados",2988683
"Madrid (Comunidad de)",2007,"13","ocupados",3126781
"Madrid (Comunidad de)",2008,"13","ocupados",3131684
"Madrid (Comunidad de)",2006,"13","ocupados",3023922
"Madrid (Comunidad de)",2012,"13","ocupados",2819011
"Madrid (Comunidad de)",2010,"13","ocupados",2940479
"Madrid (Comunidad de)",2013,"13","ocupados",2718081
"Madrid (Comunidad de)",2014,"13","ocupados",2714949
"Madrid (Comunidad de)",2015,"13","ocupados",2786576
"Melilla",2008,"19","ocupados",23779
"Melilla",2012,"19","ocupados",25611
"Melilla",2010,"19","ocupados",24216
"Melilla",2013,"19","ocupados",24619
"Melilla",2006,"19","ocupados",23703
"Melilla",2009,"19","ocupados",23108
"Melilla",2007,"19","ocupados",23902
"Melilla",2011,"19","ocupados",26332
"Melilla",2014,"19","ocupados",24328
"Melilla",2015,"19","ocupados",23177
"Murcia (Región de)",2013,"14","ocupados",514892
"Murcia (Región de)",2009,"14","ocupados",572027
"Murcia (Región de)",2011,"14","ocupados",544206
"Murcia (Región de)",2014,"14","ocupados",530065
"Murcia (Región de)",2007,"14","ocupados",637726
"Murcia (Región de)",2010,"14","ocupados",562257
"Murcia (Región de)",2008,"14","ocupados",625898
"Murcia (Región de)",2006,"14","ocupados",606515
"Murcia (Región de)",2012,"14","ocupados",527542
"Murcia (Región de)",2015,"14","ocupados",513351
"Nacional",2014,"0","ocupados",17344174
"Nacional",2010,"0","ocupados",18724472
"Nacional",2008,"0","ocupados",20469657
"Nacional",2006,"0","ocupados",19939097
"Nacional",2012,"0","ocupados",17632665
"Nacional",2015,"0","ocupados",17454787
"Nacional",2013,"0","ocupados",17139007
"Nacional",2011,"0","ocupados",18421407
"Nacional",2009,"0","ocupados",19106889
"Nacional",2007,"0","ocupados",20579938
"Navarra (Comunidad Foral de)",2015,"15","ocupados",258165
"Navarra (Comunidad Foral de)",2013,"15","ocupados",258104
"Navarra (Comunidad Foral de)",2011,"15","ocupados",279001
"Navarra (Comunidad Foral de)",2009,"15","ocupados",283158
"Navarra (Comunidad Foral de)",2007,"15","ocupados",295463
"Navarra (Comunidad Foral de)",2008,"15","ocupados",295377
"Navarra (Comunidad Foral de)",2014,"15","ocupados",262514
"Navarra (Comunidad Foral de)",2012,"15","ocupados",267525
"Navarra (Comunidad Foral de)",2010,"15","ocupados",280185
"Navarra (Comunidad Foral de)",2006,"15","ocupados",286410
"País Vasco",2015,"16","ocupados",870332
"País Vasco",2013,"16","ocupados",873583
"País Vasco",2011,"16","ocupados",956261
"País Vasco",2009,"16","ocupados",951864
"País Vasco",2007,"16","ocupados",1001126
"País Vasco",2008,"16","ocupados",1010180
"País Vasco",2014,"16","ocupados",865301
"País Vasco",2012,"16","ocupados",902818
"País Vasco",2010,"16","ocupados",962114
"País Vasco",2006,"16","ocupados",993490
"Rioja (La)",2009,"17","ocupados",141542
"Rioja (La)",2006,"17","ocupados",144383
"Rioja (La)",2007,"17","ocupados",147361
"Rioja (La)",2010,"17","ocupados",137476
"Rioja (La)",2008,"17","ocupados",148844
"Rioja (La)",2011,"17","ocupados",134137
"Rioja (La)",2014,"17","ocupados",128239
"Rioja (La)",2012,"17","ocupados",126382
"Rioja (La)",2015,"17","ocupados",126887
"Rioja (La)",2013,"17","ocupados",124514
"Andalucía",2008,"1","asalariados",2593181
"Andalucía",2006,"1","asalariados",2569357
"Andalucía",2009,"1","asalariados",2397306
"Andalucía",2007,"1","asalariados",2664742
"Andalucía",2010,"1","asalariados",2379447
"Andalucía",2013,"1","asalariados",2083994
"Andalucía",2011,"1","asalariados",2327296
"Andalucía",2014,"1","asalariados",2136735
"Andalucía",2015,"1","asalariados",2185216
"Andalucía",2012,"1","asalariados",2177799
"Aragón",2007,"2","asalariados",510575
"Aragón",2008,"2","asalariados",513118
"Aragón",2006,"2","asalariados",482737
"Aragón",2009,"2","asalariados",471614
"Aragón",2012,"2","asalariados",449427
"Aragón",2010,"2","asalariados",457382
"Aragón",2013,"2","asalariados",424648
"Aragón",2014,"2","asalariados",422118
"Aragón",2015,"2","asalariados",431200
"Aragón",2011,"2","asalariados",447867
"Asturias (Principado de)",2006,"3","asalariados",332949
"Asturias (Principado de)",2009,"3","asalariados",343850
"Asturias (Principado de)",2015,"3","asalariados",299929
"Asturias (Principado de)",2013,"3","asalariados",290728
"Asturias (Principado de)",2011,"3","asalariados",325023
"Asturias (Principado de)",2014,"3","asalariados",301881
"Asturias (Principado de)",2007,"3","asalariados",347791
"Asturias (Principado de)",2010,"3","asalariados",336664
"Asturias (Principado de)",2008,"3","asalariados",363507
"Asturias (Principado de)",2012,"3","asalariados",308703
"Balears (Illes)",2014,"4","asalariados",387432
"Balears (Illes)",2010,"4","asalariados",395286
"Balears (Illes)",2008,"4","asalariados",417141
"Balears (Illes)",2006,"4","asalariados",401964
"Balears (Illes)",2012,"4","asalariados",375555
"Balears (Illes)",2015,"4","asalariados",361109
"Balears (Illes)",2013,"4","asalariados",382248
"Balears (Illes)",2011,"4","asalariados",378135
"Balears (Illes)",2009,"4","asalariados",402299
"Balears (Illes)",2007,"4","asalariados",417898
"Canarias",2006,"5","asalariados",734488
"Canarias",2007,"5","asalariados",769514
"Canarias",2008,"5","asalariados",728069
"Canarias",2011,"5","asalariados",662455
"Canarias",2009,"5","asalariados",667626
"Canarias",2015,"5","asalariados",646611
